movie_name,released_Year,runtime,Certificate,rating,vote_count,meta_score,director
The Piano Teacher,2001,2h 11m,R,7.5,75K,79,Michael Haneke
Roma,2018,2h 15m,R,7.7,173K,96,Alfonso Cuarón
The Phantom of Liberty,1974,1h 44m,R,7.8,18K,,Luis Buñuel
When Harry Met Sally...,1989,1h 35m,R,7.7,251K,76,Rob Reiner
A Place in the Sun,1951,2h 2m,Approved,7.7,26K,76,George Stevens
The Sun Shines Bright,1953,1h 30m,Approved,6.9,1.9K,,John Ford
Hunger,2008,1h 36m,Not Rated,7.5,75K,82,Steve McQueen
"4 Months, 3 Weeks and 2 Days",2007,1h 53m,Not Rated,7.9,64K,97,Cristian Mungiu
Paper Flowers,1959,2h 28m,Unrated,7.8,2.9K,,Guru Dutt
The Hawks and the Sparrows,1966,1h 31m,Not Rated,7.2,5.8K,,Pier Paolo Pasolini
Dancer in the Dark,2000,2h 15m,R,7.9,119K,63,Lars von Trier
Carol,2015,1h 58m,R,7.3,147K,94,Todd Haynes
The Great Beauty,2013,2h 21m,Not Rated,7.7,100K,86,Paolo Sorrentino
Thelma & Louise,1991,2h 10m,R,7.6,180K,89,Ridley Scott
Moulin Rouge!,2001,2h 7m,PG-13,7.6,305K,66,Baz Luhrmann
Ace in the Hole,1951,1h 51m,Approved,8.1,40K,72,Billy Wilder
The Adventures of Prince Achmed,1926,1h 20m,Not Rated,7.8,7.1K,,Lotte Reiniger
The Killing,1956,1h 24m,Approved,7.9,101K,91,Stanley Kubrick
The Circus,1928,1h 12m,G,8.1,37K,90,Charles Chaplin
One Way or Another,1975,1h 18m,,7.0,694,,Sara Gómez
Moonfleet,1955,1h 27m,Approved,6.6,4.1K,,Fritz Lang
Antonio das Mortes,1969,1h 39m,,7.0,2.4K,,Glauber Rocha
Il Grido,1957,1h 56m,Not Rated,7.6,5.6K,,Michelangelo Antonioni
Stand by Me,1986,1h 29m,R,8.1,456K,75,Rob Reiner
The Tiger of Eschnapur,1959,1h 41m,,6.6,3.3K,,Fritz Lang
Ben-Hur,1959,3h 32m,G,8.1,260K,90,William Wyler
A Short Film About Killing,1988,1h 24m,Not Rated,8.0,23K,,Krzysztof Kieslowski
A Hard Day's Night,1964,1h 27m,G,7.5,49K,96,Richard Lester
"New York, New York",1977,2h 35m,PG,6.6,22K,64,Martin Scorsese
Fish Tank,2009,2h 3m,Not Rated,7.3,66K,81,Andrea Arnold
The Big Heat,1953,1h 29m,Approved,7.9,31K,,Fritz Lang
"Oh, Sun",1970,1h 38m,,7.3,903,,Med Hondo
Design for Living,1933,1h 31m,Passed,7.4,8K,,Ernst Lubitsch
Love Me Tonight,1932,1h 44m,Passed,7.5,4.8K,,Rouben Mamoulian
The Emperor's Naked Army Marches On,1987,2h 2m,Not Rated,8.1,2.2K,,Kazuo Hara
Paper Moon,1973,1h 42m,PG,8.1,54K,77,Peter Bogdanovich
The Bad and the Beautiful,1952,1h 58m,Approved,7.8,17K,86,Vincente Minnelli
Triumph of the Will,1935,1h 50m,Approved,7.1,19K,,Leni Riefenstahl
A New Leaf,1971,1h 42m,G,7.3,8K,,Elaine May
Titicut Follies,1967,1h 24m,Unrated,7.7,5.3K,,Frederick Wiseman
Phantom of the Paradise,1974,1h 31m,PG,7.3,24K,67,Brian De Palma
The Fly,1986,1h 36m,R,7.6,211K,81,David Cronenberg
The Social Network,2010,2h,,7.8,779K,95,David Fincher
Subarnarekha,1965,2h 23m,Not Rated,7.3,1.4K,,Ritwik Ghatak
Y tu mamá también,2001,1h 46m,,7.7,132K,89,Alfonso Cuarón
Raising Arizona,1987,1h 34m,PG-13,7.3,154K,69,Joel Coen
Distant,2002,1h 50m,Not Rated,7.5,24K,84,Nuri Bilge Ceylan
Detour,1945,1h 6m,Approved,7.3,21K,,Edgar G. Ulmer
The Ladies of the Bois de Boulogne,1945,1h 26m,Not Rated,7.1,4.9K,,Robert Bresson
La Belle Noiseuse,1991,3h 58m,Unrated,7.5,9.8K,,Jacques Rivette
Flaming Creatures,1963,45m,,4.6,1.7K,,Jack Smith
Dazed and Confused,1993,1h 43m,R,7.6,205K,82,Richard Linklater
A Streetcar Named Desire,1951,2h 2m,Approved,7.9,116K,97,Elia Kazan
The Wild Child,1970,1h 23m,G,7.5,9.1K,94,François Truffaut
The New World,2005,2h 15m,PG-13,6.7,91K,73,Terrence Malick
Veronika Voss,1982,1h 44m,R,7.6,8K,,Rainer Werner Fassbinder
Vive L'Amour,1994,1h 58m,,7.3,5.1K,,Tsai Ming-liang
The Age of the Earth,1980,2h 32m,,6.5,716,,Glauber Rocha
Born in Flames,1983,1h 19m,Not Rated,6.5,2.2K,,Lizzie Borden
Good Morning,1959,1h 34m,Not Rated,7.8,12K,87,Yasujirô Ozu
Great Expectations,1946,1h 58m,Approved,7.8,27K,90,David Lean
Hellzapoppin',1941,1h 24m,Approved,7.4,3.6K,,H.C. Potter
Obsession,1943,2h 20m,TV-14,7.6,8.6K,,Luchino Visconti
The Trial,1962,1h 59m,Not Rated,7.6,25K,,Orson Welles
Wings,1966,1h 25m,,7.6,2.3K,,Larisa Shepitko
Foolish Wives,1922,1h 57m,Not Rated,7.0,4.1K,,Erich von Stroheim
Mother and Son,1997,1h 13m,,7.3,4.3K,,Aleksandr Sokurov
Lolita,1962,2h 33m,Approved,7.5,111K,79,Stanley Kubrick
Diaries Notes and Sketches,1968,2h 57m,Not Rated,7.4,815,,Jonas Mekas
Malcolm X,1992,3h 22m,PG-13,7.7,105K,73,Spike Lee
The 39 Steps,1935,1h 26m,Approved,7.6,63K,93,Alfred Hitchcock
Zelig,1983,1h 19m,PG,7.6,45K,,Woody Allen
Cairo Station,1958,1h 17m,Not Rated,7.5,5.6K,,Youssef Chahine
An American Werewolf in London,1981,1h 37m,R,7.5,127K,55,John Landis
The Man Who Would Be King,1975,2h 9m,PG,7.7,53K,91,John Huston
Song of Love,1950,26m,Not Rated,7.5,3.8K,,Jean Genet
"Faster, Pussycat! Kill! Kill!",1965,1h 23m,Not Rated,6.6,17K,65,Russ Meyer
Big Deal on Madonna Street,1958,1h 46m,Not Rated,7.9,12K,,Mario Monicelli
"The Cook, the Thief, His Wife & Her Lover",1989,2h 4m,NC-17,7.5,43K,62,Peter Greenaway
Taipei Story,1985,1h 59m,Not Rated,7.6,4.2K,,Edward Yang
Code Unknown,2000,1h 58m,Not Rated,7.1,16K,74,Michael Haneke
Blissfully Yours,2002,2h 5m,,6.9,2.8K,82,Apichatpong Weerasethakul
Diabolique,1955,1h 57m,Not Rated,8.1,71K,,Henri-Georges Clouzot
Morocco,1930,1h 32m,Approved,7.0,7.8K,,Josef von Sternberg
Mamma Roma,1962,1h 50m,Not Rated,7.8,11K,,Pier Paolo Pasolini
The Ballad of Narayama,1983,2h 10m,Not Rated,7.8,9.4K,,Shôhei Imamura
Two English Girls,1971,2h 10m,,7.2,6.1K,,François Truffaut
Fort Apache,1948,2h 8m,Approved,7.4,20K,,John Ford
Rebel Without a Cause,1955,1h 51m,PG-13,7.6,100K,89,Nicholas Ray
Ferris Bueller's Day Off,1986,1h 43m,PG-13,7.8,398K,61,John Hughes
Trouble Every Day,2001,1h 41m,Not Rated,5.9,9.9K,40,Claire Denis
Miller's Crossing,1990,1h 55m,R,7.7,145K,66,Joel Coen
The Producers,1967,1h 28m,PG,7.5,62K,96,Mel Brooks
35 Shots of Rum,2008,1h 40m,Unrated,7.1,5.4K,92,Claire Denis
Memento,2000,1h 53m,R,8.4,1.4M,83,Christopher Nolan
Duck Amuck,1953,37m,Approved,8.6,9.7K,,Chuck Jones
Forbidden Games,1952,1h 26m,Not Rated,8.0,14K,,René Clément
Dog Star Man,1964,1h 18m,,6.3,1.4K,,Stan Brakhage
Requiem for a Dream,2000,1h 42m,NC-17,8.3,925K,71,Darren Aronofsky
The Idiots,1998,1h 57m,,6.7,35K,48,Lars von Trier
Mädchen in Uniform,1931,1h 27m,Passed,7.5,4K,,Leontine Sagan
All Quiet on the Western Front,1930,2h 32m,Approved,8.1,69K,91,Lewis Milestone
Rose Hobart,1936,19m,Unrated,5.6,1K,,Joseph Cornell
Funny Games,1997,1h 48m,Not Rated,7.5,88K,69,Michael Haneke
JFK,1991,3h 9m,R,8.0,174K,72,Oliver Stone
Passion,1982,1h 28m,R,6.2,2.9K,,Jean-Luc Godard
Broadcast News,1987,2h 13m,R,7.3,35K,84,James L. Brooks
Evil Dead II,1987,1h 24m,R,7.7,188K,72,Sam Raimi
Still Life,2006,1h 51m,Unrated,7.3,7.5K,81,Jia Zhang-ke
Abraham's Valley,1993,3h 7m,,7.3,1.6K,,Manoel de Oliveira
Red Beard,1965,3h 5m,Not Rated,8.3,22K,90,Akira Kurosawa
My Life as a Dog,1985,1h 41m,Unrated,7.6,23K,82,Lasse Hallström
Women on the Verge of a Nervous Breakdown,1988,1h 28m,R,7.5,48K,85,Pedro Almodóvar
Shock Corridor,1963,1h 41m,Approved,7.3,13K,,Samuel Fuller
A Story from Chikamatsu,1954,1h 42m,Not Rated,8.0,5.1K,,Kenji Mizoguchi
Van Gogh,1991,2h 38m,R,7.1,3.4K,,Maurice Pialat
O Lucky Man!,1973,2h 58m,R,7.6,9K,,Lindsay Anderson
A Woman of Paris: A Drama of Fate,1923,1h 22m,Passed,6.9,6.4K,,Charles Chaplin
The Firemen's Ball,1967,1h 13m,Not Rated,7.4,13K,,Milos Forman
She Wore a Yellow Ribbon,1949,1h 44m,Approved,7.2,20K,87,John Ford
Losing Ground,1982,1h 26m,,6.6,935,,Kathleen Collins
Dodes'ka-den,1970,2h 20m,Not Rated,7.3,7.9K,,Akira Kurosawa
Street of Shame,1956,1h 26m,Not Rated,7.8,5.1K,,Kenji Mizoguchi
Edward Scissorhands,1990,1h 45m,PG-13,7.9,541K,74,Tim Burton
The Thief of Bagdad,1940,1h 46m,Approved,7.4,15K,,Ludwig Berger
Dumbo,1941,1h 4m,G,7.2,145K,96,Samuel Armstrong
Petite Maman,2021,1h 13m,PG,7.4,19K,93,Céline Sciamma
Deep End,1970,1h 28m,R,7.2,7.9K,,Jerzy Skolimowski
Smiles of a Summer Night,1955,1h 49m,Not Rated,7.7,15K,,Ingmar Bergman
El Sur,1983,1h 35m,Not Rated,7.8,6.6K,,Víctor Erice
Funeral Parade of Roses,1969,1h 45m,Not Rated,7.7,7.7K,,Toshio Matsumoto
Gummo,1997,1h 29m,R,6.6,40K,19,Harmony Korine
The Naked Island,1960,1h 36m,Not Rated,8.0,6.4K,,Kaneto Shindô
"La Commune (Paris, 1871)",2000,5h 45m,,8.0,1.4K,90,Peter Watkins
Margaret,2011,2h 30m,R,6.5,19K,61,Kenneth Lonergan
The Son,2002,1h 43m,,7.5,10K,86,Jean-Pierre Dardenne
Female Trouble,1974,1h 29m,NC-17,7.1,11K,,John Waters
Hitler: A Film from Germany,1977,7h 22m,,7.5,923,,Hans-Jürgen Syberberg
White Heat,1949,1h 54m,Approved,8.1,37K,89,Raoul Walsh
The Right Stuff,1983,3h 13m,PG,7.8,67K,91,Philip Kaufman
Scarface,1983,2h 50m,R,8.3,948K,65,Brian De Palma
They Were Expendable,1945,2h 15m,Approved,7.2,9.6K,86,John Ford
Once Upon a Time... in Hollywood,2019,2h 41m,R,7.6,885K,84,Quentin Tarantino
Sicily!,1999,1h 6m,Not Rated,6.7,1.3K,,Danièle Huillet
Persepolis,2007,1h 36m,PG-13,8.0,102K,90,Vincent Paronnaud
Grizzly Man,2005,1h 43m,R,7.8,64K,87,Werner Herzog
My Little Loves,1974,2h 3m,,7.1,1.5K,,Jean Eustache
Too Early/Too Late,1981,1h 40m,G,5.5,694,,Danièle Huillet
Shame,1968,1h 43m,R,8.0,15K,,Ingmar Bergman
Inglourious Basterds,2009,2h 33m,R,8.4,1.6M,69,Quentin Tarantino
The Tin Drum,1979,2h 22m,R,7.4,27K,63,Volker Schlöndorff
Invasion of the Body Snatchers,1956,1h 20m,Approved,7.7,57K,92,Don Siegel
Spies,1928,1h 30m,Not Rated,7.5,4.1K,,Fritz Lang
Point Break,1991,2h 2m,R,7.3,210K,60,Kathryn Bigelow
A Whole Night,1982,1h 30m,,6.8,1.1K,,Chantal Akerman
Breakfast at Tiffany's,1961,1h 55m,Approved,7.6,197K,77,Blake Edwards
Shanghai Express,1932,1h 22m,Approved,7.3,11K,83,Josef von Sternberg
Irreversible,2002,1h 37m,Not Rated,7.3,152K,51,Gaspar Noé
Starship Troopers,1997,2h 9m,R,7.3,331K,52,Paul Verhoeven
Amores Perros,2000,2h 34m,R,8.0,258K,83,Alejandro G. Iñárritu
The Asthenic Syndrome,1989,2h 33m,,6.6,1.5K,,Kira Muratova
We All Loved Each Other So Much,1974,2h 4m,,8.0,7.8K,,Ettore Scola
Time of the Gypsies,1988,2h 22m,R,8.1,33K,,Emir Kusturica
Blue Is the Warmest Colour,2013,3h,,7.7,167K,90,Abdellatif Kechiche
Clueless,1995,1h 37m,PG-13,6.9,258K,71,Amy Heckerling
Okraina,1933,1h 38m,,7.0,1.2K,,Boris Barnet
Angel,1937,1h 31m,Approved,7.2,3.4K,,Ernst Lubitsch
The Adventures of Robin Hood,1938,1h 42m,PG,7.9,56K,97,Michael Curtiz
The Unknown,1927,1h 8m,Unrated,7.7,9.7K,,Tod Browning
Red Sorghum,1988,1h 31m,Not Rated,7.3,10K,,Yimou Zhang
Mikey and Nicky,1976,1h 46m,R,7.3,7.9K,81,Elaine May
Gloria,1980,2h 3m,PG,7.1,12K,68,John Cassavetes
Monty Python and the Holy Grail,1975,1h 31m,PG,8.2,582K,91,Terry Gilliam
After Hours,1985,1h 37m,R,7.6,86K,89,Martin Scorsese
The Miracle of Morgan's Creek,1943,1h 38m,Approved,7.5,8.1K,86,Preston Sturges
The Misfits,1961,2h 5m,Approved,7.2,24K,77,John Huston
The Great Escape,1963,2h 52m,Approved,8.2,265K,86,John Sturges
Mad Love,1969,4h 12m,,7.3,897,,Jacques Rivette
Mysteries of Lisbon,2010,4h 26m,,7.6,269,,Raúl Ruiz
Dreams,1990,1h 59m,PG,7.7,30K,,Akira Kurosawa
"Spring, Summer, Fall, Winter... and Spring",2003,1h 43m,R,8.0,88K,85,Kim Ki-duk
The African Queen,1951,1h 45m,PG,7.7,86K,91,John Huston
Four Seasons,1975,29m,,7.5,959,,Artavazd Peleshian
The Mummy,1969,1h 42m,,7.7,2K,,Chadi Abdel Salam
Claire's Knee,1970,1h 45m,GP,7.5,13K,,Éric Rohmer
Juliet of the Spirits,1965,2h 17m,Not Rated,7.4,15K,84,Federico Fellini
Saving Private Ryan,1998,2h 49m,R,8.6,1.5M,91,Steven Spielberg
The Woman Next Door,1981,1h 46m,R,7.2,9.1K,,François Truffaut
It's a Gift,1934,1h 8m,Approved,7.1,5.9K,,Norman Z. McLeod
Heimat: A Chronicle of Germany,1984,,,8.6,3.4K,,Marita Breuer
Stroszek,1977,1h 55m,Not Rated,7.7,16K,,Werner Herzog
Showgirls,1995,2h 8m,NC-17,5.1,77K,23,Paul Verhoeven
Assault on Precinct 13,1976,1h 31m,R,7.3,58K,89,John Carpenter
Exotica,1994,1h 43m,R,7.0,22K,72,Atom Egoyan
Dear Diary,1993,1h 40m,Unrated,7.2,9.5K,68,Nanni Moretti
Who's Afraid of Virginia Woolf?,1966,2h 11m,Approved,8.0,82K,75,Mike Nichols
Airplane!,1980,1h 28m,PG,7.7,270K,78,Jim Abrahams
The Phantom Carriage,1921,1h 47m,Not Rated,8.0,15K,,Victor Sjöström
The End of Summer,1961,1h 43m,,7.7,4.6K,84,Yasujirô Ozu
Zabriskie Point,1970,1h 53m,R,6.9,18K,,Michelangelo Antonioni
Deep Red,1975,2h 7m,R,7.5,45K,89,Dario Argento
The River,1997,1h 55m,Not Rated,7.2,3.4K,55,Tsai Ming-liang
The Red and the White,1967,1h 30m,Not Rated,7.5,4.1K,,Miklós Jancsó
Simon of the Desert,1965,45m,Not Rated,7.8,11K,,Luis Buñuel
Wendy and Lucy,2008,1h 20m,R,7.1,20K,80,Kelly Reichardt
The Bridges of Madison County,1995,2h 15m,PG-13,7.6,92K,69,Clint Eastwood
Outsiders,1977,2h,,6.6,1.2K,70,Ousmane Sembene
Sideways,2004,2h 7m,R,7.5,209K,94,Alexander Payne
Welfare,1975,2h 47m,,8.2,666,,Frederick Wiseman
Atlantics,2019,1h 46m,TV-14,6.7,11K,85,Mati Diop
Let the Right One In,2008,1h 54m,R,7.8,231K,82,Tomas Alfredson
The Butcher,1970,1h 33m,Unrated,7.3,9.6K,,Claude Chabrol
They Live,1988,1h 34m,R,7.2,152K,55,John Carpenter
An American in Paris,1951,1h 54m,Approved,7.1,38K,83,Vincente Minnelli
Curse of the Demon,1957,1h 36m,Approved,7.4,16K,,Jacques Tourneur
Zorns Lemma,1970,1h,,6.5,851,,Hollis Frampton
The Criminal Life of Archibaldo de la Cruz,1955,1h 29m,Not Rated,7.6,6.1K,,Luis Buñuel
Tongues Untied,1989,55m,Not Rated,7.1,2K,,Marlon Riggs
The Last Temptation of Christ,1988,2h 44m,R,7.5,65K,80,Martin Scorsese
Anatomy of a Murder,1959,2h 41m,Approved,8.0,74K,95,Otto Preminger
Cemetery of Splendor,2015,2h 2m,Unrated,6.8,5.6K,88,Apichatpong Weerasethakul
Cría Cuervos,1976,1h 45m,PG,7.9,12K,,Carlos Saura
Reds,1981,3h 15m,PG,7.3,25K,76,Warren Beatty
Seven Beauties,1975,1h 56m,R,7.7,6.7K,,Lina Wertmüller
The Killer,1989,1h 51m,R,7.7,53K,82,John Woo
Meek's Cutoff,2010,1h 44m,PG,6.5,16K,85,Kelly Reichardt
Mothlight,1963,34m,,6.2,2.9K,,Stan Brakhage
From the Clouds to the Resistance,1979,1h 44m,Not Rated,6.5,498,,Danièle Huillet
Dirty Harry,1971,1h 42m,R,7.7,173K,87,Don Siegel
Roman Holiday,1953,1h 58m,Approved,8.0,151K,78,William Wyler
7th Heaven,1927,1h 50m,,7.6,4.3K,,Frank Borzage
My American Uncle,1980,2h 5m,PG,7.6,7K,,Alain Resnais
Portrait of Jennie,1948,1h 26m,Approved,7.6,8K,,William Dieterle
Naked Childhood,1968,1h 23m,Not Rated,7.4,2.8K,,Maurice Pialat
People on Sunday,1930,1h 13m,Not Rated,7.3,3.7K,,Robert Siodmak
Elephant,1989,39m,Not Rated,7.1,3.1K,,Alan Clarke
Blood Simple,1984,1h 39m,R,7.5,108K,84,Joel Coen
A History of Violence,2005,1h 36m,R,7.4,261K,82,David Cronenberg
"Khrustalyov, My Car!",1998,2h 27m,Not Rated,7.3,2.4K,,Aleksei German
The Ice Storm,1997,1h 52m,R,7.3,62K,72,Ang Lee
Near Dark,1987,1h 34m,R,6.9,47K,78,Kathryn Bigelow
The Last Emperor,1987,2h 43m,PG-13,7.7,114K,76,Bernardo Bertolucci
The Fountainhead,1949,1h 54m,Approved,7.0,11K,,King Vidor
Before Sunrise,1995,1h 41m,R,8.1,352K,78,Richard Linklater
American Beauty,1999,2h 2m,R,8.3,1.2M,84,Sam Mendes
Doomed Love,1979,4h 22m,,7.8,139,,Manoel de Oliveira
Tabu,2012,1h 58m,Not Rated,7.3,7.7K,79,Miguel Gomes
The Bitch,1931,1h 35m,Not Rated,7.5,5K,,Jean Renoir
Perfumed Nightmare,1977,1h 33m,,6.9,949,,Kidlat Tahimik
Sawdust and Tinsel,1953,1h 33m,Not Rated,7.4,7.6K,,Ingmar Bergman
Fox and His Friends,1975,2h 4m,Not Rated,7.6,7.1K,,Rainer Werner Fassbinder
Duel in the Sun,1946,2h 9m,Approved,6.7,9.8K,,King Vidor
Olympia Part One: Festival of the Nations,1938,1h 51m,Not Rated,7.7,5.5K,,Leni Riefenstahl
True Heart Susie,1919,1h 27m,Not Rated,6.9,2K,,D.W. Griffith
American Graffiti,1973,1h 50m,PG,7.4,101K,97,George Lucas
Léon: The Professional,1994,1h 50m,R,8.5,1.3M,64,Luc Besson
"Moi, un noir",1958,1h 10m,Not Rated,7.3,1.1K,,Jean Rouch
The Tarnished Angels,1957,1h 31m,Approved,7.1,4.3K,76,Douglas Sirk
Othello,1951,1h 30m,Approved,7.5,9.7K,,Orson Welles
Port of Shadows,1938,1h 31m,Not Rated,7.7,10K,,Marcel Carné
Shaun of the Dead,2004,1h 39m,R,7.9,612K,76,Edgar Wright
Gun Crazy,1950,1h 27m,Approved,7.6,16K,74,Joseph H. Lewis
The Return,2003,1h 50m,Not Rated,7.9,48K,82,Andrey Zvyagintsev
Summer with Monika,1953,1h 36m,R,7.5,17K,,Ingmar Bergman
Rope,1948,1h 20m,Approved,7.9,159K,73,Alfred Hitchcock
Ride the High Country,1962,1h 34m,Approved,7.4,15K,92,Sam Peckinpah
Anatahan,1953,1h 31m,PG,7.0,1.4K,,Josef von Sternberg
I Am Twenty,1965,3h 9m,,7.7,1.7K,,Marlen Khutsiev
The Lord of the Rings: The Return of the King,2003,3h 21m,PG-13,9.0,2M,94,Peter Jackson
The Human Beast,1938,1h 40m,Not Rated,7.5,8.6K,,Jean Renoir
A Page of Madness,1926,1h 10m,Not Rated,7.3,4.8K,,Teinosuke Kinugasa
Duel,1971,1h 30m,PG,7.6,81K,81,Steven Spielberg
,1969,2h 7m,M/PG,8.1,32K,86,Costa-Gavras
Gilda,1946,1h 50m,Approved,7.6,37K,,Charles Vidor
Beyond the Valley of the Dolls,1970,1h 49m,NC-17,6.1,12K,60,Russ Meyer
The Breakfast Club,1985,1h 37m,R,7.8,450K,66,John Hughes
The Reckless Moment,1949,1h 22m,Approved,7.1,5.9K,,Max Ophüls
Avatar,2009,2h 42m,PG-13,7.9,1.4M,83,James Cameron
Spartacus,1960,3h 17m,PG-13,7.9,146K,87,Stanley Kubrick
The Hole,1960,2h 11m,Not Rated,8.5,21K,,Jacques Becker
Handsworth Songs,1986,1h 1m,,6.9,284,,John Akomfrah
Carlito's Way,1993,2h 24m,R,7.9,238K,66,Brian De Palma
Sweetie,1989,1h 37m,R,6.7,5.6K,81,Jane Campion
Number Two,1975,1h 28m,,6.2,1.1K,,Jean-Luc Godard
Sholay,1975,2h 42m,Not Rated,8.1,60K,,Ramesh Sippy
The Host,2006,2h,,7.1,136K,85,Bong Joon Ho
Berlin: Symphony of Metropolis,1927,1h 5m,Not Rated,7.6,4.9K,,Walter Ruttmann
The Easy Life,1962,1h 48m,Not Rated,8.2,13K,,Dino Risi
Ed Wood,1994,2h 7m,R,7.8,187K,71,Tim Burton
Arabian Nights,1974,2h 10m,NC-17,6.7,9.4K,,Pier Paolo Pasolini
America America,1963,2h 54m,Approved,7.7,6.2K,72,Elia Kazan
The Godfather Part III,1990,2h 42m,R,7.6,434K,60,Francis Ford Coppola
Cul-de-sac,1966,1h 52m,Not Rated,7.0,14K,75,Roman Polanski
Kwaidan,1964,3h 3m,Not Rated,7.9,21K,,Masaki Kobayashi
Mildred Pierce,1945,1h 51m,Approved,7.9,30K,88,Michael Curtiz
The Naked Kiss,1964,1h 30m,Approved,7.2,9.1K,83,Samuel Fuller
The Last Detail,1973,1h 44m,R,7.5,29K,86,Hal Ashby
Lady Windermere's Fan,1925,2h,,7.2,1.4K,,Ernst Lubitsch
